id_leggo,id_ext,casa,relator_id,relator_id_parlametria,relator_nome
4af54fac2bf11f83295f79b4494bedb2,2190884,camara,204576,1204576,Joao Roma
708dce104b079367e4da945d9741ff3f,2190986,camara,178986,1178986,Nilto Tatto
d70d58b5c9c0e417a0806bcc58055936,2191668,camara,178886,1178886,Juscelino Filho
1dbe81661ce54b39de6507dabaa33349,2192263,camara,178986,1178986,Nilto Tatto
d0655141109fd7a195eccbbf1e1aa74d,2192431,camara,204395,1204395,Pedro Lupion
b7139f15844c740a385ca58de3cb18de,2192602,camara,141450,1141450,Hugo Leal
eebe22cd305ac44bf5ac393df7fc0611,2193334,camara,121948,1121948,Adriano Do Baldy
aa21cbb14af4f093f0160f139d1e42a7,2193953,camara,178910,1178910,Joaquim Passarinho
65f6d31e1f51ad9bbf222b0bde1b32f0,2195203,camara,204418,1204418,Luizao Goulart
708594c916421646c66642859710e505,2196688,camara,204530,1204530,Rodrigo Agostinho
7db2799740c7bddb7f4701db47ad25e7,2198163,camara,178986,1178986,Nilto Tatto
480355ae3c783211d6b064ab5f2578c0,2199215,camara,204530,1204530,Rodrigo Agostinho
78e334886ead9d8b5f22837d9c1faa19,2204946,camara,74299,174299,Leonidas Cristino
f11a4df4fef3f14758284bb1d008f9d4,2210674,camara,74317,174317,Julio Cesar
eae067d2aade07c3eea353a034ec096c,2210921,camara,160538,1160538,Bohn Gass
f3bdb232dad3575315eae54dca75159e,2210976,camara,204530,1204530,Rodrigo Agostinho
0f1ea9e0ba23edf92f6d4f2d5d2e444c,2213495,camara,204530,1204530,Rodrigo Agostinho
fad9f9b739cc2bd58fce57262adc8f19,2214197,camara,204449,1204449,Nelson Barbudo
17b647f52e0df6042baad20346158c7d,2215118,camara,204530,1204530,Rodrigo Agostinho
a515a252e0c1b3ff6e301372ad6618d3,2218243,camara,160758,1160758,Domingos Savio
91230886ffed18167c50e71962e393c0,2218244,camara,160758,1160758,Domingos Savio
3afd70db4f00f1c0b3b06f45d2f34a43,2218288,camara,178986,1178986,Nilto Tatto
15cc4380b21451e607fd8b0deb895dd7,2220086,camara,204420,1204420,Julian Lemos
7d80fa49908f18a25fec7c100f089b9a,2223702,camara,178964,1178964,Heitor Schuch
5b80ebe4fb92f2072ab053b32d679175,2227753,camara,204407,1204407,Fernanda Melchionna
75f8f0e82ea3cd2bf81a44349b715026,2228130,camara,204541,1204541,Eduardo Bismarck
b7d2bbd1db4d06066d1128ca95d38731,2230568,camara,178871,1178871,Evair Vieira De Melo
0ebb32d25fae6cf7afeffcc8a4f361f2,2230578,camara,66828,166828,Fausto Pinato
f2181ac4df5cbaac28f5dc51572da53e,2230904,camara,204420,1204420,Julian Lemos
ffa40f90aed9b5526c10b5b278bb45ca,2190621,camara,136811,1136811,Afonso Hamm
78ef6174adf2443e3d776a6ab6ebad48,2191350,camara,74305,174305,Roberto Pessoa
f90c5caa4de2be11ffbe0ba3a7835b6f,2191628,camara,204419,1204419,Glaustin Fokus
0d777e42938dce5b33f10d60540d1e7c,2192487,camara,160559,1160559,Alceu Moreira
b850492398eace49708e3b20d62906ec,2193297,camara,178961,1178961,Sheridan
78a227f1864dd841548f12b83eedc2c7,2193502,camara,178986,1178986,Nilto Tatto
c609ab7799bffb9e2bdf140417e9df22,2193607,camara,204536,1204536,Kim Kataguiri
e45b28eeff56b33c9db63990044ed05f,2193752,camara,204472,1204472,Jose Medeiros
98975d5e4ca443291e7683faf3dc19ab,2194031,camara,178871,1178871,Evair Vieira De Melo
8522a5e851667c8e3089e5dbc6d3f304,2194110,camara,204359,1204359,Leo Moraes
dff308365135380392cf06e36bce35ad,2195113,camara,141391,1141391,Arnaldo Jardim
fff8ca0454fbd687d1d6ce90d4dcc80c,2195525,camara,73460,173460,Gustavo Fruet
14b3eab274470d37095bb3f204c54be1,2195908,camara,204524,1204524,Pinheirinho
ce2a51ae7ace95122ca99a8a6d00fc6f,2196673,camara,204505,1204505,Vava Martins
4df60a902752ace1c73979ac53ff865c,2196674,camara,204404,1204404,Lucas Redecker
8296333f793608853d955e4fa1cd0524,2197910,camara,204395,1204395,Pedro Lupion
f63a501a886b2b45358125ddbe7f13fb,2198500,camara,162332,1162332,Luiz Nishimori
71f60940e7154b4c4f11fa2e9a10b79b,2198528,camara,204495,1204495,Airton Faleiro
0add670c472627ea054b3b6c7052e6b4,2199161,camara,141439,1141439,Chico D'angelo
734377ba0c5ba962ed27d5103cc98364,2199545,camara,204395,1204395,Pedro Lupion
210b1c3c0995485229f6104711343544,2199637,camara,178964,1178964,Heitor Schuch
c0c62d7e4b8998071688758c0c754c64,2203408,camara,160758,1160758,Domingos Savio
770887c85936d1cdb5fc32e165c15819,2203668,camara,198783,1198783,Emanuel Pinheiro Neto
ef4b03e54bcc1e1180bbd5e1d1c23b1a,2203976,camara,204407,1204407,Fernanda Melchionna
ba62da275cc9c5e0a26e39c85887c8e0,2204001,camara,66828,166828,Fausto Pinato
231f36c8f312f4a6e4f23fd1530b803a,2204437,camara,73531,173531,Ivan Valente
485e4e466108f77189555013e08a40d2,2206405,camara,204395,1204395,Pedro Lupion
1fd8e354123f262b164eafef8e486e50,2206610,camara,204550,1204550,Junior Mano
e02775f067e35e494cbab2df89163648,2206678,camara,204538,1204538,Paulo Bengtson
53360c69deccb9b3111c5a51b6861aa4,2208118,camara,178951,1178951,Rafael Motta
56739211e3645e751445ad5e47eccada,2209047,camara,204489,1204489,Roberio Monteiro
d81da0d78ab6f51983ecf45b7ae65500,2210920,camara,74376,174376,Vander Loubet
0b5748f9d1db1f525c87525e525e502a,2214911,camara,135054,1135054,Cristiano Vale
34c210b75a62b7086912e7e4da5e0fb4,2214943,camara,204518,1204518,Dr. Frederico
b321c0eb9f01c9e1c021eefad355d4a2,2215109,camara,92776,192776,Stefano Aguiar
be5fb3873319aedcbcedf8559ad48347,2217798,camara,178871,1178871,Evair Vieira De Melo
30e3dae6608057d51061bb6b3fa83c91,2218428,camara,178962,1178962,Carlos Gomes
b073cd843864361437c1864ca2cc7d7c,2218445,camara,178951,1178951,Rafael Motta
39986650f48804888397f6c8c9be82b5,2220199,camara,160653,1160653,Roberto De Lucena
62118b2465ef9d3803ed06ee3ef5ff0c,2220520,camara,160512,1160512,Aureo Ribeiro
4ee4f8ef2d5c6158f551268de50b3e5c,2220973,camara,204398,1204398,Felipe Francischini
e306a8f54c526233b4379e2bf6a1c398,2221620,camara,204449,1204449,Nelson Barbudo
0d4b2dc033002af39e7e4c2051f3c5d8,2224125,camara,204516,1204516,Alexis Fonteyne
2758a9e192a8f87df74b9a4f8c2d00ae,2225700,camara,74052,174052,Bosco Costa
bcdb027b6def7d08761a0e977d11d390,2225749,camara,90842,190842,Santini
9bacc907e06dfa32c1058ee3382c6bfc,2226709,camara,160758,1160758,Domingos Savio
045dac0441aa55b94d3c98c71bfd99a7,2228133,camara,178871,1178871,Evair Vieira De Melo
ecb9f34c2e2ff8f7dff71edae35a3d74,2228136,camara,204474,1204474,Juarez Costa
a6b1c9530d1079b3af578dd8497ffc8b,2229100,camara,178954,1178954,Lucio Mosquini
cc6b68ea3f83aa37960cbacd39b32def,2230041,camara,204449,1204449,Nelson Barbudo
1716fdf59ce6d94534bc34126325c60c,2230152,camara,178986,1178986,Nilto Tatto
bc2805ca8e5cae102975e472d121a44f,2231757,camara,204449,1204449,Nelson Barbudo
9c9dcf8210afeb68df3c972520f58eeb,2201529,camara,204515,1204515,Andre Janones
6d2bbca6eb76e7411882054a60839644,2190446,camara,160556,1160556,Padre Joao
eedf2f7e172a0534c8eeed806eef9164,2190483,camara,204566,1204566,Marreca Filho
35a3f5cde19057fe000df1c40f39e983,2190485,camara,204488,1204488,Celio Studart
326375760b23616c9ec0f8557bfc2012,2190488,camara,204518,1204518,Dr. Frederico
fc5673b898073f5dd47fefa92f36e1b0,2190490,camara,204400,1204400,Aline Sleutjes
c307c8064e1f24f581ced9a373258189,2190491,camara,141508,1141508,Mauro Nazif
31756ad279bb27c1d3e38f800317792b,2190495,camara,204505,1204505,Vava Martins
15dbe4328ddcbb677a040a03a4ffbc90,2190496,camara,204505,1204505,Vava Martins
1db364484a7f086878f6889f701dc1c8,2190563,camara,204352,1204352,Camilo Capiberibe
200a3857111591f2c61c174649fc1b6d,2190623,camara,160587,1160587,Fabio Trad
a390de55e690779cf6eed181b262c302,2190681,camara,73943,173943,Perpetua Almeida
f01807424ee1b2202e3a5c61e1fc70f4,2190782,camara,204495,1204495,Airton Faleiro
f1840c851886c762148d7f38a928e7fe,2190802,camara,204396,1204396,Vermelho
bffa5c87a192f64feea4800fe9a69055,2190810,camara,204426,1204426,Carlos Veras
404f6c4f573e815e22349d2eece0cbba,2190933,camara,178951,1178951,Rafael Motta
3c20b1d1c9c505b731d438b5f24a13a1,2190944,camara,204569,1204569,Delegado Pablo
467e50ee465439697699737e87558cd0,2190988,camara,178933,1178933,Sergio Souza
467e50ee465439697699737e87558cd0,2190988,camara,204395,1204395,Pedro Lupion
f684107400cb49c402ddd00a091836a3,2190989,camara,178933,1178933,Sergio Souza
5b9a268545839d1c2293a226d28cd2d4,2191061,camara,166402,1166402,Magda Mofatto
fe67ca9f845bd8ec47aeb8bc5f190c67,2191098,camara,204377,1204377,Paula Belmonte
78e6064a39b45477be3c601886231bc9,2191112,camara,141459,1141459,Joao Maia
b81b46388c193eeb4fe02d7585f05c1b,2191179,camara,74160,174160,Patrus Ananias
80e0b61f9aedc241f002c936ffe90eea,2191188,camara,178992,1178992,Vitor Lippi
9482830e26c8499433b8e8f265c93957,2191513,camara,204442,1204442,Gurgel
b7afeb393bdba2c13b9cfd28dd77ae83,2191621,camara,204366,1204366,Rodrigo Coelho
92acb771640660fb06bcfa40d7e382bc,2191650,camara,204495,1204495,Airton Faleiro
22ef3164bd38ea1692f22911acc55c55,2191872,camara,204426,1204426,Carlos Veras
4b6ba8f3a0541a23fe4dc76737845e60,2191876,camara,74043,174043,Wellington Roberto
09cf44cab51a171d95f9a8c13c8e41a1,2192045,camara,74052,174052,Bosco Costa
4df2df54dcf9c62abd3d35ed25039971,2192099,camara,74043,174043,Wellington Roberto
2bde12e389c795c5d43714df55c4e24b,2192360,camara,178843,1178843,Marx Beltrao
0d283a482121fe5265a344532cd49b77,2192575,camara,73466,173466,Rubens Bueno
afbcf1dc6a34e71e8b4c54100ea479f0,2192576,camara,178884,1178884,Hildo Rocha
0a18bffbb7a241f3518f3b71f9981296,2192580,camara,204545,1204545,Ale Silva
05d5d845205816cdafc2e74dd5d17b73,2192897,camara,178871,1178871,Evair Vieira De Melo
5b383a40703b786a7f8ecb47cff02477,2192978,camara,204496,1204496,Celso Sabino
539786b5611ffae58065309c91f72923,2193043,camara,75431,175431,Mauricio Dziedricki
9511c12aa1c6f2247268a1f9f25c4359,2193076,camara,66828,166828,Fausto Pinato
61376b9e19a90752492ea9241388eaee,2193081,camara,198783,1198783,Emanuel Pinheiro Neto
e31804469e768e45e9f65369586ae643,2193097,camara,204436,1204436,Isnaldo Bulhoes Jr.
e42813a899ad8788c2be5ccf9f3ddcf5,2193098,camara,160559,1160559,Alceu Moreira
1af6e2ed55ca8d11d72977bbfab3adc6,2193143,camara,178992,1178992,Vitor Lippi
8dcb1e198c7cf960b11c60e00208b8dc,2193190,camara,204352,1204352,Camilo Capiberibe
e4f8077208cae2f57717511f550498be,2193221,camara,204407,1204407,Fernanda Melchionna
7daedbd24681280c7a8df5a50648ab70,2193563,camara,178951,1178951,Rafael Motta
3ac8959398f73234fe2ad05388274ad9,2193613,camara,204457,1204457,Juninho Do Pneu
4fac10e0bbf78781c20ae5cb52a9a984,2193952,camara,141391,1141391,Arnaldo Jardim
4a001f7671130d9d64f0a0c83095ed84,2194103,camara,204391,1204391,Jose Nelto
df16b2c7ecb909c2d8da98f9f44658e2,2194251,camara,178981,1178981,Herculano Passos
76e3be9ffef545e3e21ad37be1203452,2194274,camara,178962,1178962,Carlos Gomes
6db2d3efa0395153609184182bbcf542,2194541,camara,204526,1204526,Luiz Philippe De Orleans E Braganca
c3ffb2d938e9cf73197d8731aa6c3255,2194912,camara,178910,1178910,Joaquim Passarinho
50789e0898e03fcb3798a113ab6b01ba,2195014,camara,204517,1204517,Ze Vitor
010f108d87169e77e6d08336510fdcac,2195050,camara,204370,1204370,Celio Moura
d984bfa4da6659d8d2e888d1546ef0c7,2195731,camara,204398,1204398,Felipe Francischini
6712bb6fa558cc1cf100dcf5c1288f6f,2196029,camara,178871,1178871,Evair Vieira De Melo
4bd283eadd26434f2d3eae83ce59b72a,2196364,camara,204416,1204416,Sanderson
ca50e10e7de00bada4c633a3540de202,2196462,camara,204517,1204517,Ze Vitor
0c9aa15cfc14477a98c8c3a12e3859b3,2196469,camara,160665,1160665,Augusto Coutinho
a36bd0e4e0b031b5ffcb9bb6e2e7ba57,2196486,camara,160632,1160632,Ze Silva
49d30048c7c075702a2cc6b83025223b,2196676,camara,204356,1204356,Amaro Neto
0e8d78e34229cda3252902608ad157b4,2197532,camara,204566,1204566,Marreca Filho
eeca5e94df0d6e19cefe7bc95001a1ed,2197747,camara,204400,1204400,Aline Sleutjes
dcbb134bc747b578d68f5bcfe5b4e287,2197787,camara,178962,1178962,Carlos Gomes
6a38b246ad96596e6a94a33eba950454,2197956,camara,204352,1204352,Camilo Capiberibe
5c610a6965db08a8fc04c88f1675f379,2198329,camara,204494,1204494,Fred Costa
d77b232a1b1d83cac9b8fb35bd62f2a2,2198334,camara,178876,1178876,Celio Silveira
4c869825ce37056bd8f0b8c725b1f115,2198335,camara,204398,1204398,Felipe Francischini
3bc9b55d6083754826999a7e15ff5344,2198338,camara,204494,1204494,Fred Costa
add8eb3734e4655be03a0bd732870f61,2198438,camara,204524,1204524,Pinheirinho
29bb72f03b74908d12550c7cdba126e9,2198511,camara,204566,1204566,Marreca Filho
d636fb0df04363c45007a0a27a5d67a1,2199370,camara,204370,1204370,Celio Moura
1f3a446d8fa39ce55332e3c572f18ac1,2199455,camara,204517,1204517,Ze Vitor
7cecd388ab5976bbab5145f4d9f594e8,2199510,camara,204494,1204494,Fred Costa
36113a4ff679f4d0dc96ebc75a380da7,2199980,camara,204517,1204517,Ze Vitor
00d8d1830279eecbe7cfb788b55cf884,2200109,camara,160598,1160598,Flavia Morais
f4e476b8426a1dda44f42d3af00a46c9,2200403,camara,204525,1204525,Rosana Valle
88fb2ea703a6c1834865ccc4d1b0f89d,2200414,camara,204505,1204505,Vava Martins
728a798ba1378ded9898fc9696dedabe,2200684,camara,178962,1178962,Carlos Gomes
465c7f3b408dc19a7918edd38e5df18f,2201514,camara,160535,1160535,Marcon
aba7a0647180a3b37c576f07cf8de76b,2201538,camara,74161,174161,Reginaldo Lopes
8b4479c9d60feb352c1f90ea27710b80,2201751,camara,178962,1178962,Carlos Gomes
8441a5458d46613ed033855a288d422c,2201754,camara,178951,1178951,Rafael Motta
76b4005fafb8dc4474cdc845f8195036,2203128,camara,204532,1204532,Vinicius Poit
76b4005fafb8dc4474cdc845f8195036,2203128,camara,204530,1204530,Rodrigo Agostinho
3379febd9edf2a01c95114e8ec9d5c86,2203150,camara,204517,1204517,Ze Vitor
b467e1adf56e8aa622a557e34bd330c6,2203390,camara,141422,1141422,Efraim Filho
96f4624ec62b6d466f99604e2f2c3daa,2203574,camara,204370,1204370,Celio Moura
7a2c566a8a1a8ac455dbe438a8556392,2203624,camara,204490,1204490,Charlles Evangelista
728e3259f5fc67358b5af336cf70c81e,2204041,camara,204494,1204494,Fred Costa
69516cf2ff0d2defdd1759221ce36ec5,2204113,camara,204505,1204505,Vava Martins
6217d2ec70c98753bba6495ac45389eb,2204115,camara,204419,1204419,Glaustin Fokus
f47f7f56d3336864abff648a9a9be37e,2204123,camara,204398,1204398,Felipe Francischini
1936af28823a0817e771380dfacce78d,2204564,camara,74299,174299,Leonidas Cristino
ef28d472202af98f348b44dba7f26af7,2205239,camara,204407,1204407,Fernanda Melchionna
502981994eea39cc5219deed51de3b53,2205388,camara,204468,1204468,Joenia Wapichana
15ca3093ce9b8e88a41e215985f16b9e,2205521,camara,178933,1178933,Sergio Souza
3e9779056b9e669871a10146810e0c72,2206354,camara,178922,1178922,Tadeu Alencar
eecc73a15f65cbc6666459377e24da97,2206396,camara,204352,1204352,Camilo Capiberibe
e28a4f58a70aabc6c983764bde90579c,2206445,camara,178962,1178962,Carlos Gomes
94814cf513a4deefd6104efa4cbd2596,2206632,camara,178962,1178962,Carlos Gomes
b2ae56cdec6ed79aced0fc616298d073,2206680,camara,204398,1204398,Felipe Francischini
65ced50aef5733e0af22dedcdbe5d459,2207429,camara,204488,1204488,Celio Studart
d38333af16f69b8e09f87e770f217c58,2207498,camara,204465,1204465,Haroldo Cathedral
ed431f7913fc113034bbb06a30064025,2207825,camara,194260,1194260,Nivaldo Albuquerque
e654feb4454f214ada6de4345e302535,2208386,camara,204434,1204434,Dra. Vanda Milani
34e1f8e38448fcc61fb82cb28fb25603,2208659,camara,204518,1204518,Dr. Frederico
1270f03c716a4570a402b2a5fd58c9ed,2208912,camara,178884,1178884,Hildo Rocha
1b67774eb0f3207270bd416f90a42966,2209304,camara,160632,1160632,Ze Silva
01c04d6284a833b4f7e9842c9a9c5b8c,2209593,camara,178962,1178962,Carlos Gomes
188944938af28df4d79f2a953582a04a,2209594,camara,178962,1178962,Carlos Gomes
b0e9cacbaede556a73e7ad2253acaf91,2209663,camara,204555,1204555,Jose Ricardo
b0e9cacbaede556a73e7ad2253acaf91,2209663,camara,74090,174090,Atila Lins
731cd66c6a8e83493395da3dbeac2d0d,2209791,camara,204430,1204430,Margarete Coelho
f57192757d29464dc6c46911cc05e19b,2210165,camara,197438,1197438,Tito
eec1ed8c9fbcb2b39eff322200afa9ec,2210751,camara,178962,1178962,Carlos Gomes
4d94519df691f20f949825f39cf1ce11,2210900,camara,204494,1204494,Fred Costa
9273a3c1a2a082128d4a31da60b99690,2210917,camara,204505,1204505,Vava Martins
ca59318392063b9fe30642bbacf6872f,2210918,camara,73943,173943,Perpetua Almeida
894b644825e997da706eecce45587bfd,2210919,camara,204398,1204398,Felipe Francischini
d59e1d877ae87cee1b1890a7e3851bab,2210922,camara,178962,1178962,Carlos Gomes
b53eab4b004fe7ace5033b50a090760a,2211478,camara,204414,1204414,Aroldo Martins
eeae8e7e3f20388f3208fa9261f360de,2211927,camara,178962,1178962,Carlos Gomes
b8aaeaaf5faa2cfe4aaf4b75f0803e64,2212116,camara,160632,1160632,Ze Silva
ce112216bee2aa963f43555257ca5c67,2212138,camara,92776,192776,Stefano Aguiar
988d78122ed33a61c576d0e6865600ff,2213385,camara,204561,1204561,Bira Do Pindare
77e3633a970e9bd4f286f09242fe000c,2213739,camara,74366,174366,Joao Campos
e62d9f3f92c029a14ca67f5e807fb2ca,2214006,camara,141405,1141405,Celso Maldaner
f246904f35d3940c0002f1739b37c6f1,2214275,camara,178962,1178962,Carlos Gomes
f6f7690bd63cc0b2cc54f868299b1af2,2214386,camara,143084,1143084,Tiago Dimas
8a779033a5bbe77224ada9dcb090a932,2214480,camara,74090,174090,Atila Lins
32ac0f20588c1da510f1d70052e99455,2214840,camara,178954,1178954,Lucio Mosquini
e716ed0a9fc1cb4120e82220fef1aea0,2214923,camara,178962,1178962,Carlos Gomes
de3f5ea41b23d966b9a59c20a29ed2c8,2214946,camara,178992,1178992,Vitor Lippi
1ab8034309a7a59d5f28e7cfb484fdd5,2215041,camara,204505,1204505,Vava Martins
e727e187e03bb56486ab7c1973489cdb,2215691,camara,178964,1178964,Heitor Schuch
de9b739549ae4977723266c8dc7876a1,2215723,camara,160592,1160592,Zeca Dirceu
5183c1921472592dc6499c780f571796,2216110,camara,204400,1204400,Aline Sleutjes
e4a1d801c23cd0572972d9ad59d14c02,2216597,camara,194260,1194260,Nivaldo Albuquerque
d287ea4f1e3c848fbdf0a27e1735b249,2216781,camara,204398,1204398,Felipe Francischini
46686b2025975ac4c5315193b026014e,2217178,camara,178962,1178962,Carlos Gomes
2b181fecc8d5533ca1bc8eae0cf437b4,2217253,camara,146307,1146307,Neri Geller
0a344af0c04a677cb5e21b32091378cc,2217254,camara,204359,1204359,Leo Moraes
740213c0e046c248a888b97abbc43d9c,2217369,camara,160598,1160598,Flavia Morais
a3d8bfd5d200e41f93592a3d82765130,2217861,camara,204386,1204386,Jose Mario Schreiner
b901f66941d8c43d9b4f020261fa2977,2218436,camara,143084,1143084,Tiago Dimas
d4ddf919fe99f0da4e86c366e2b9f412,2218565,camara,160635,1160635,Ruy Carneiro
52098ae3b1c88eecc13d3d47b3db9181,2219094,camara,204468,1204468,Joenia Wapichana
cc89a2b1fd9c44b6eb12e54ecd78d7a1,2219466,camara,160632,1160632,Ze Silva
3891f14b72446fd8c4180c77b263d3f7,2219524,camara,204494,1204494,Fred Costa
9ca5de5742dc7d9b0a3a2642ab18ee6e,2219656,camara,204395,1204395,Pedro Lupion
953c71c2f759249b4eacc826a12a30ec,2219856,camara,204414,1204414,Aroldo Martins
2ade9888b0c0cef2dce4766918f4f36e,2220654,camara,178962,1178962,Carlos Gomes
1cc09df8c21a9842c5ff78876c0af88d,2220689,camara,204398,1204398,Felipe Francischini
25aeedc1de860b9780d09883f7526c0e,2220690,camara,204398,1204398,Felipe Francischini
0394d43a5340e23fee411e2dd5bf1e6a,2221186,camara,112437,1112437,Joao Marcelo Souza
14ce89d9d7b5a3e4d64552ff9eb541d6,2221268,camara,178884,1178884,Hildo Rocha
75f60888c2d90329aeb6c7f400eb43b9,2221658,camara,141439,1141439,Chico D'angelo
d6f2efe0b9a93f4f74332a982a090e09,2221765,camara,204393,1204393,Frei Anastacio Ribeiro
f11f9cd5a80e42979fb1b7fcc6ad8a54,2222555,camara,178951,1178951,Rafael Motta
5ad48ef3efba6be6675e07fa36373340,2222715,camara,204356,1204356,Amaro Neto
74a59c48b1cd5947280dcd1c7fbbafaf,2224224,camara,204530,1204530,Rodrigo Agostinho
b25b35840d5f536f6fa4994a13373b49,2224505,camara,204474,1204474,Juarez Costa
aedcc562e73ec3b768d52bdcaebe11d4,2224581,camara,141450,1141450,Hugo Leal
20c2677848edd8de65f7256a628efcdd,2224656,camara,204400,1204400,Aline Sleutjes
3f99f9f7b32cf7cbd0d05a48a598beb8,2224664,camara,178986,1178986,Nilto Tatto
